LastTimeWithData,ti,Time,Predict,Real
2023-11-21 22:00:00,1,2023-11-21 22:30:00,9.032471060752869,9.0
2023-11-21 22:30:00,1,2023-11-21 23:00:00,9.690769135951996,11.0
2023-11-21 23:00:00,1,2023-11-21 23:30:00,11.108368307352066,9.0
2023-11-21 23:30:00,1,2023-11-22 00:00:00,9.484382957220078,10.0
2023-11-22 00:00:00,1,2023-11-22 00:30:00,10.049152255058289,9.0
2023-11-22 00:30:00,1,2023-11-22 01:00:00,9.537411212921143,9.0
2023-11-22 01:00:00,1,2023-11-22 01:30:00,9.190788581967354,9.0
2023-11-22 01:30:00,1,2023-11-22 02:00:00,9.1553705483675,9.0
2023-11-22 02:00:00,1,2023-11-22 02:30:00,9.076773509383202,8.0
2023-11-22 02:30:00,1,2023-11-22 03:00:00,7.934260115027428,8.0
2023-11-22 03:00:00,1,2023-11-22 03:30:00,8.114113718271255,8.0
2023-11-22 03:30:00,1,2023-11-22 04:00:00,7.8876776695251465,8.0
2023-11-22 04:00:00,1,2023-11-22 04:30:00,7.451210975646973,8.0
2023-11-22 04:30:00,1,2023-11-22 05:00:00,7.3603211641311646,8.0
2023-11-22 05:00:00,1,2023-11-22 05:30:00,6.906529664993286,8.0
2023-11-22 05:30:00,1,2023-11-22 06:00:00,5.343457460403442,1.0
2023-11-22 06:00:00,1,2023-11-22 06:30:00,0.0,0.0
2023-11-22 06:30:00,1,2023-11-22 07:00:00,0.0,0.0
2023-11-22 07:00:00,1,2023-11-22 07:30:00,0.0,2.0
2023-11-22 07:30:00,1,2023-11-22 08:00:00,0.14659667015075684,1.0
2023-11-22 08:00:00,1,2023-11-22 08:30:00,0.28390562534332275,1.0
2023-11-22 08:30:00,1,2023-11-22 09:00:00,0.5848334729671478,1.0
2023-11-22 09:00:00,1,2023-11-22 09:30:00,0.4076899290084839,0.0
2023-11-22 09:30:00,1,2023-11-22 10:00:00,0.0,0.0
2023-11-22 10:00:00,1,2023-11-22 10:30:00,0.0,1.0
2023-11-22 10:30:00,1,2023-11-22 11:00:00,0.999194968608208,0.0
2023-11-22 11:00:00,1,2023-11-22 11:30:00,0.7397986054420471,2.0
2023-11-22 11:30:00,1,2023-11-22 12:00:00,2.791594922542572,1.0
2023-11-22 12:00:00,1,2023-11-22 12:30:00,1.8771004676818848,4.0
2023-11-22 12:30:00,1,2023-11-22 13:00:00,4.523074626922607,5.0
2023-11-22 13:00:00,1,2023-11-22 13:30:00,5.694390416145325,4.0
2023-11-22 13:30:00,1,2023-11-22 14:00:00,4.998670756816864,4.0
2023-11-22 14:00:00,1,2023-11-22 14:30:00,4.275448381900787,0.0
2023-11-22 14:30:00,1,2023-11-22 15:00:00,0.0,1.0
2023-11-22 15:00:00,1,2023-11-22 15:30:00,1.0964521169662476,0.0
2023-11-22 15:30:00,1,2023-11-22 16:00:00,0.0,2.0
2023-11-22 16:00:00,1,2023-11-22 16:30:00,2.529335379600525,1.0
2023-11-22 16:30:00,1,2023-11-22 17:00:00,0.6478753387928009,5.0
2023-11-22 17:00:00,1,2023-11-22 17:30:00,5.377060443162918,9.0
2023-11-22 17:30:00,1,2023-11-22 18:00:00,8.480151355266571,12.0
2023-11-22 18:00:00,1,2023-11-22 18:30:00,12.006654448341578,7.0
2023-11-22 18:30:00,1,2023-11-22 19:00:00,7.48106324672699,3.0
2023-11-22 19:00:00,1,2023-11-22 19:30:00,4.221256613731384,2.0
2023-11-22 19:30:00,1,2023-11-22 20:00:00,2.829876661300659,3.0
2023-11-22 20:00:00,1,2023-11-22 20:30:00,3.632760763168335,5.0
2023-11-22 20:30:00,1,2023-11-22 21:00:00,5.680369555950165,7.0
2023-11-22 21:00:00,1,2023-11-22 21:30:00,8.149776458740234,6.0
2023-11-22 21:30:00,1,2023-11-22 22:00:00,6.92535263299942,8.0
2023-11-22 22:00:00,1,2023-11-22 22:30:00,9.098996639251709,9.0
2023-11-22 22:30:00,1,2023-11-22 23:00:00,9.672033846378326,12.0
2023-11-22 23:00:00,1,2023-11-22 23:30:00,12.079687729477882,14.0
2023-11-22 23:30:00,1,2023-11-23 00:00:00,14.408921241760254,17.0
2023-11-23 00:00:00,1,2023-11-23 00:30:00,17.161314979195595,18.0
2023-11-23 00:30:00,1,2023-11-23 01:00:00,18.784672677516937,17.0
2023-11-23 01:00:00,1,2023-11-23 01:30:00,16.94964089617133,17.0
2023-11-23 01:30:00,1,2023-11-23 02:00:00,17.077852308750153,18.0
2023-11-23 02:00:00,1,2023-11-23 02:30:00,18.29364913702011,18.0
2023-11-23 02:30:00,1,2023-11-23 03:00:00,18.08092288672924,17.0
2023-11-23 03:00:00,1,2023-11-23 03:30:00,17.106996938586235,17.0
2023-11-23 03:30:00,1,2023-11-23 04:00:00,16.891380809247494,17.0
2023-11-23 04:00:00,1,2023-11-23 04:30:00,16.46581918001175,17.0
2023-11-23 04:30:00,1,2023-11-23 05:00:00,16.371074080467224,17.0
2023-11-23 05:00:00,1,2023-11-23 05:30:00,15.900079727172852,14.0
2023-11-23 05:30:00,1,2023-11-23 06:00:00,10.208643913269043,13.0
2023-11-23 06:00:00,1,2023-11-23 06:30:00,10.704978227615356,12.0
2023-11-23 06:30:00,1,2023-11-23 07:00:00,8.044267892837524,8.0
2023-11-23 07:00:00,1,2023-11-23 07:30:00,6.554608106613159,4.0
2023-11-23 07:30:00,1,2023-11-23 08:00:00,0.24852514266967773,0.0
